Protein,bait,gamma1,gamma2,gamma3,lambda1,lambda2,lambda3,pi1,pi2,pi3,rep1,rep2,tau
PANK2,TMEMV5,0.9963104577414451,1.7335516714882448e-11,0.0036895422402230494,5.789256068853768,7.2365700861392535,8.683884103366932,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,1.0,0.0,0.03162277660168379
PANK2,TMEMmyc,0.996946971552935,1.1563039252444136e-11,0.0030530284345049357,6.3357556773155785,7.9196945967109125,9.503633516052968,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,2.0,0.0,0.03162277660168379
PANK4,TMEMV5,0.0014062847227848682,1.9765861652840283e-11,0.9985937152564505,5.789256068911486,7.2365700861392535,8.683884103416723,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,17.0,14.0,0.03162277660168379
PANK4,TMEMmyc,0.0017000609121851666,1.592813081933691e-11,0.9982999390708882,6.335755677368844,7.9196945967109125,9.5036335160963,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,18.0,14.0,0.03162277660168379
PAPOLA,TMEMV5,0.4805211142474434,1.901055341610159e-10,0.5194788855619316,5.789256068920318,7.2365700861392535,8.68388410336267,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,10.0,5.0,0.03162277660168379
PAPOLA,TMEMmyc,0.8946719716791026,7.731324297893462e-11,0.10532802824268951,6.335755677361215,7.9196945967109125,9.503633516050334,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,8.0,3.0,0.03162277660168379
PAPOLG,TMEMV5,0.07510829531610355,1.1335228195843922e-10,0.9248917045696192,5.789256068915203,7.2365700861392535,8.683884103379384,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,14.0,7.0,0.03162277660168379
PAPOLG,TMEMmyc,0.3320609973837188,1.3682895737051621e-10,0.6679390024787842,6.33575567737751,7.9196945967109125,9.5036335160509,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,13.0,5.0,0.03162277660168379
PAPSS1,TMEMmyc,0.927226276852219,6.41011433980274e-11,0.07277372308275228,6.335755677356315,7.9196945967109125,9.503633516050957,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,9.0,1.0,0.03162277660168379
PAPSS1,TMEMV5,0.9595254658927823,6.368815761536564e-11,0.040474534042569815,5.789256068887341,7.2365700861392535,8.68388410336562,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,5.0,2.0,0.03162277660168379
PAPSS2,TMEMV5,0.9404924686576229,7.803106158919648e-11,0.05950753126340539,5.7892560688929535,7.2365700861392535,8.68388410336512,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,4.0,4.0,0.03162277660168379
PAPSS2,TMEMmyc,0.9772735689410703,3.459124232041723e-11,0.022726431023361054,6.335755677341014,7.9196945967109125,9.503633516052231,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,4.0,3.0,0.03162277660168379
PARD3,TMEMmyc,9.013931666697849e-12,3.0295993892903075e-15,0.9999999999899829,6.335755677368679,7.9196945967109125,9.503633516252762,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,42.0,37.0,0.03162277660168379
PARD3,TMEMV5,1.1016354749706492e-08,1.0006236938545019e-13,0.9999999889825452,5.789256068911337,7.2365700861392535,8.683884103522399,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,34.0,26.0,0.03162277660168379
PARD6B,TMEMV5,0.8753779897524312,1.1348222492003062e-10,0.12462201013321092,5.789256068903789,7.2365700861392535,8.683884103363807,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,6.0,4.0,0.03162277660168379
PARD6B,TMEMmyc,0.9502780336897603,5.255580867448235e-11,0.04972196625673359,6.3357556773512655,7.9196945967109125,9.503633516051483,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,5.0,4.0,0.03162277660168379
PARD6G,TMEMmyc,0.996946971552935,1.1563039252444136e-11,0.0030530284345049357,6.3357556773155785,7.9196945967109125,9.503633516052968,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,2.0,0.0,0.03162277660168379
PARD6G,TMEMV5,0.997537276384094,1.3885490406123957e-11,0.0024627236010229137,5.789256068848247,7.2365700861392535,8.683884103366996,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,0.0,0.0,0.03162277660168379
PARG,TMEMV5,0.010580861565768871,4.873191295224401e-11,0.9894191383845097,5.789256068912172,7.2365700861392535,8.683884103398253,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,17.0,9.0,0.03162277660168379
PARG,TMEMmyc,0.01902862152468172,4.6735574095458384e-11,0.9809713784276016,6.335755677369945,7.9196945967109125,9.503633516075967,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,17.0,9.0,0.03162277660168379
PARK7,TMEMmyc,0.24892697851546,1.2821597236654976e-10,0.7510730213555729,6.335755677376541,7.9196945967109125,9.503633516053123,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,13.0,6.0,0.03162277660168379
PARK7,TMEMV5,0.824031743579531,1.3353225229701976e-10,0.17596825628611265,5.789256068908733,7.2365700861392535,8.68388410336307,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,6.0,5.0,0.03162277660168379
PARL,TMEMV5,0.9595254658927823,6.368815761536564e-11,0.040474534042569815,5.789256068887341,7.2365700861392535,8.68388410336562,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,6.0,1.0,0.03162277660168379
PARL,TMEMmyc,0.9772735689410703,3.459124232041723e-11,0.022726431023361054,6.335755677341014,7.9196945967109125,9.503633516052231,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,3.0,4.0,0.03162277660168379
PARN,TMEMmyc,0.9772735689410703,3.459124232041723e-11,0.022726431023361054,6.335755677341014,7.9196945967109125,9.503633516052231,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,6.0,1.0,0.03162277660168379
PARN,TMEMV5,0.9917366399511276,2.6962396242920722e-11,0.008263360020918037,5.789256068864867,7.2365700861392535,8.683884103366719,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,1.0,2.0,0.03162277660168379
PARP1,TMEMV5,3.675808714461905e-33,9.864556869016389e-25,0.9999999999989999,5.789256068911337,7.2365700861392535,8.683884104028573,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,100.0,99.0,0.03162277660168379
PARP1,TMEMmyc,4.445001493825569e-33,7.95159823013212e-25,0.9999999999989999,6.335755677368679,7.9196945967109125,9.503633516655382,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,106.0,94.0,0.03162277660168379
PARP2,TMEMV5,0.9876559615507305,3.356431828102796e-11,0.012344038414717283,5.789256068870452,7.2365700861392535,8.68388410336655,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,0.0,4.0,0.03162277660168379
PARP2,TMEMmyc,0.9954274374145274,1.4431768765543875e-11,0.0045725625700453725,6.335755677320629,7.9196945967109125,9.503633516052895,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,0.0,3.0,0.03162277660168379
PARP4,TMEMV5,0.9815975227777658,4.1698036767648384e-11,0.018402477179554507,5.789256068876065,7.2365700861392535,8.68388410336632,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,3.0,2.0,0.03162277660168379
PARP4,TMEMmyc,0.9847333941340946,2.7884230201029288e-11,0.015266605837036375,6.335755677335889,7.9196945967109125,9.50363351605248,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,3.0,3.0,0.03162277660168379
PARS2,TMEMmyc,0.24892697851546,1.2821597236654976e-10,0.7510730213555729,6.335755677376541,7.9196945967109125,9.503633516053123,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,10.0,9.0,0.03162277660168379
PARS2,TMEMV5,0.7573931661674845,1.5341704998128562e-10,0.24260683367834102,5.7892560689130805,7.2365700861392535,8.683884103362407,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,9.0,3.0,0.03162277660168379
PARVA,TMEMmyc,0.8499121843822196,9.180664715958018e-11,0.1500878155251238,6.335755677365831,7.9196945967109125,9.503633516049641,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,7.0,5.0,0.03162277660168379
PARVA,TMEMV5,0.9133178241522387,9.472053440397932e-11,0.08668217575212736,5.7892560688984736,7.2365700861392535,8.683884103364509,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,5.0,4.0,0.03162277660168379
PARVB,TMEMV5,0.15448937267204707,1.492179076686991e-10,0.8455106271778894,5.7892560689176,7.2365700861392535,8.683884103372177,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,11.0,8.0,0.03162277660168379
PARVB,TMEMmyc,0.5279837364288784,1.3923892727383926e-10,0.47201626343135467,6.335755677377451,7.9196945967109125,9.503633516048417,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,8.0,8.0,0.03162277660168379
PASK,TMEMmyc,0.7905836945143103,1.0674755525649577e-10,0.2094163053781514,6.335755677369975,7.9196945967109125,9.503633516048954,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,8.0,5.0,0.03162277660168379
PASK,TMEMV5,0.8753779897524312,1.1348222492003062e-10,0.12462201013321092,5.789256068903789,7.2365700861392535,8.683884103363807,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,8.0,2.0,0.03162277660168379
PATJ,TMEMmyc,2.2761225389044188e-07,2.8901225414543915e-13,0.999999772386457,6.335755677368679,7.9196945967109125,9.503633516169575,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,33.0,21.0,0.03162277660168379
PATJ,TMEMV5,1.0853869805175221e-05,2.2199707708492868e-12,0.9999891461269749,5.789256068911339,7.2365700861392535,8.68388410346049,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,32.0,11.0,0.03162277660168379
PATL1,TMEMV5,4.823971223619186e-06,1.541655664649708e-12,0.9999951760262346,5.789256068911339,7.2365700861392535,8.683884103467774,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,25.0,20.0,0.03162277660168379
PATL1,TMEMmyc,2.9530991025058515e-05,2.576786778570064e-12,0.999970469005398,6.335755677368684,7.9196945967109125,9.503633516129645,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,24.0,18.0,0.03162277660168379
PATZ1,TMEMV5,0.29133993395450675,1.8009527873921048e-10,0.7086600658646892,5.789256068919965,7.2365700861392535,8.683884103366202,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,9.0,8.0,0.03162277660168379
PATZ1,TMEMmyc,0.6265670092828307,1.3218970542990098e-10,0.3734329905843529,6.3357556773759605,7.9196945967109125,9.50363351604816,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,7.0,8.0,0.03162277660168379
PAWR,TMEMV5,0.824031743579531,1.3353225229701976e-10,0.17596825628611265,5.789256068908733,7.2365700861392535,8.68388410336307,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,5.0,6.0,0.03162277660168379
PAWR,TMEMmyc,0.8946719716791026,7.731324297893462e-11,0.10532802824268951,6.335755677361215,7.9196945967109125,9.503633516050334,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,7.0,4.0,0.03162277660168379
PAXBP1,TMEMmyc,0.01276672541180415,3.919492018025142e-11,0.9872332745480135,6.335755677369592,7.9196945967109125,9.503633516079395,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,14.0,13.0,0.03162277660168379
PAXBP1,TMEMV5,0.10858463939095751,1.3109941168321e-10,0.8914153604770515,5.789256068916333,7.2365700861392535,8.683884103375695,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,11.0,9.0,0.03162277660168379
PAXIP1,TMEMmyc,0.0017000609121851666,1.592813081933691e-11,0.9982999390708882,6.335755677368844,7.9196945967109125,9.5036335160963,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,20.0,12.0,0.03162277660168379
PAXIP1,TMEMV5,0.023496176287033252,6.925794375660347e-11,0.9765038236427324,5.789256068912931,7.2365700861392535,8.683884103390735,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,15.0,9.0,0.03162277660168379
PAXX,TMEMmyc,0.9931568016022484,1.799856118353332e-11,0.006843198378759802,6.335755677325694,7.9196945967109125,9.503633516052798,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,3.0,1.0,0.03162277660168379
PAXX,TMEMV5,0.9944758773588304,2.1629494427258315e-11,0.005524122618545647,5.789256068859305,7.2365700861392535,8.683884103366841,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,1.0,1.0,0.03162277660168379
PBDC1,TMEMV5,0.9595254658927823,6.368815761536564e-11,0.040474534042569815,5.789256068887341,7.2365700861392535,8.68388410336562,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,6.0,1.0,0.03162277660168379
PBDC1,TMEMmyc,0.9662933691314884,4.2753238636047455e-11,0.03370663082479184,6.33575567734615,7.9196945967109125,9.503633516051906,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,5.0,3.0,0.03162277660168379
PBK,TMEMV5,0.9815975227777658,4.1698036767648384e-11,0.018402477179554507,5.789256068876065,7.2365700861392535,8.68388410336632,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,4.0,1.0,0.03162277660168379
PBK,TMEMmyc,0.9931568016022484,1.799856118353332e-11,0.006843198378759802,6.335755677325694,7.9196945967109125,9.503633516052798,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,2.0,2.0,0.03162277660168379
PBLD,TMEMV5,0.9876559615507305,3.356431828102796e-11,0.012344038414717283,5.789256068870452,7.2365700861392535,8.68388410336655,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,2.0,2.0,0.03162277660168379
PBLD,TMEMmyc,0.9897702046676986,2.2421484147619252e-11,0.010229795308889985,6.335755677330781,7.9196945967109125,9.503633516052664,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,3.0,2.0,0.03162277660168379
PBRM1,TMEMmyc,1.8341988482380434e-18,2.9682320753275447e-18,0.9999999999989999,6.335755677368679,7.9196945967109125,9.503633516379205,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,61.0,56.0,0.03162277660168379
PBRM1,TMEMV5,8.617700653005547e-14,5.058417265667994e-16,0.9999999999989133,5.789256068911337,7.2365700861392535,8.683884103628003,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,50.0,39.0,0.03162277660168379
PBX1,TMEMV5,0.9133178241522387,9.472053440397932e-11,0.08668217575212736,5.7892560688984736,7.2365700861392535,8.683884103364509,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,6.0,3.0,0.03162277660168379
PBX1,TMEMmyc,0.9897702046676986,2.2421484147619252e-11,0.010229795308889985,6.335755677330781,7.9196945967109125,9.503633516052664,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,3.0,2.0,0.03162277660168379
PBX2,TMEMV5,0.9726479568524512,5.164732658517016e-11,0.02735204309492879,5.7892560688817,7.2365700861392535,8.683884103366017,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,5.0,1.0,0.03162277660168379
PBX2,TMEMmyc,0.9979625742605418,9.259854935286201e-12,0.0020374257292002235,6.335755677310544,7.9196945967109125,9.503633516053016,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,1.0,0.0,0.03162277660168379
PC,TMEMV5,2.8233704656606593e-07,4.302497563169701e-13,0.9999997176615232,5.789256068911337,7.2365700861392535,8.683884103493265,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,34.0,18.0,0.03162277660168379
PC,TMEMmyc,7.68190941666061e-07,4.994129052261379e-13,0.9999992318075589,6.335755677368679,7.9196945967109125,9.503633516159594,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,29.0,22.0,0.03162277660168379
PCBP1,TMEMV5,6.006838165789896e-23,3.8600226659092365e-20,0.9999999999989999,5.789256068911337,7.2365700861392535,8.683884103817363,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,78.0,63.0,0.03162277660168379
PCBP1,TMEMmyc,5.434663252903725e-19,1.7177268950852922e-18,0.9999999999989999,6.335755677368679,7.9196945967109125,9.503633516389186,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,63.0,57.0,0.03162277660168379
PCBP2,TMEMV5,1.5625164547634996e-24,7.48098252027389e-21,0.9999999999989999,5.789256068911337,7.2365700861392535,8.683884103850136,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,78.0,72.0,0.03162277660168379
PCBP2,TMEMmyc,2.7924555641637568e-21,1.605454184982036e-19,0.9999999999989999,6.335755677368679,7.9196945967109125,9.503633516432444,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,74.0,59.0,0.03162277660168379
PCCA,TMEMmyc,0.06144472754006427,7.726714002125585e-11,0.93855527238173,6.335755677371847,7.9196945967109125,9.503633516065609,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,11.0,12.0,0.03162277660168379
PCCA,TMEMV5,0.15448937267204707,1.492179076686991e-10,0.8455106271778894,5.7892560689176,7.2365700861392535,8.683884103372177,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,11.0,8.0,0.03162277660168379
PCCB,TMEMmyc,0.00022420730547148137,6.4106218011883635e-12,0.9997757926871181,6.335755677368707,7.9196945967109125,9.503633516112995,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,21.0,16.0,0.03162277660168379
PCCB,TMEMV5,0.07510829531610355,1.1335228195843922e-10,0.9248917045696192,5.789256068915203,7.2365700861392535,8.683884103379384,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,11.0,10.0,0.03162277660168379
PCDH7,TMEMV5,0.9963104577414451,1.7335516714882448e-11,0.0036895422402230494,5.789256068853768,7.2365700861392535,8.683884103366932,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,1.0,0.0,0.03162277660168379
PCDH7,TMEMmyc,0.9979625742605418,9.259854935286201e-12,0.0020374257292002235,6.335755677310544,7.9196945967109125,9.503633516053016,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,1.0,0.0,0.03162277660168379
PCDH9,TMEMV5,0.9876559615507305,3.356431828102796e-11,0.012344038414717283,5.789256068870452,7.2365700861392535,8.68388410336655,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,3.0,1.0,0.03162277660168379
PCDH9,TMEMmyc,0.9954274374145274,1.4431768765543875e-11,0.0045725625700453725,6.335755677320629,7.9196945967109125,9.503633516052895,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,2.0,1.0,0.03162277660168379
PCF11,TMEMmyc,2.0281346251515973e-11,4.362623120889301e-15,0.9999999999787141,6.335755677368679,7.9196945967109125,9.503633516246108,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,44.0,33.0,0.03162277660168379
PCF11,TMEMV5,2.4786797847242264e-08,1.4408980994091842e-13,0.9999999752120581,5.789256068911337,7.2365700861392535,8.683884103515116,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,35.0,23.0,0.03162277660168379
PCGF1,TMEMmyc,0.9772735689410703,3.459124232041723e-11,0.022726431023361054,6.335755677341014,7.9196945967109125,9.503633516052231,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,4.0,3.0,0.03162277660168379
PCGF1,TMEMV5,0.9917366399511276,2.6962396242920722e-11,0.008263360020918037,5.789256068864867,7.2365700861392535,8.683884103366719,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,1.0,2.0,0.03162277660168379
PCGF3,TMEMV5,0.9815975227777658,4.1698036767648384e-11,0.018402477179554507,5.789256068876065,7.2365700861392535,8.68388410336632,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,3.0,2.0,0.03162277660168379
PCGF3,TMEMmyc,0.9931568016022484,1.799856118353332e-11,0.006843198378759802,6.335755677325694,7.9196945967109125,9.503633516052798,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,4.0,0.0,0.03162277660168379
PCGF5,TMEMV5,0.9726479568524512,5.164732658517016e-11,0.02735204309492879,5.7892560688817,7.2365700861392535,8.683884103366017,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,3.0,3.0,0.03162277660168379
PCGF5,TMEMmyc,0.9847333941340946,2.7884230201029288e-11,0.015266605837036375,6.335755677335889,7.9196945967109125,9.50363351605248,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,4.0,2.0,0.03162277660168379
PCGF6,TMEMmyc,0.7156493708958588,1.2078705470083342e-10,0.2843506289826385,6.335755677373424,7.9196945967109125,9.503633516048401,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,11.0,3.0,0.03162277660168379
PCGF6,TMEMV5,0.9595254658927823,6.368815761536564e-11,0.040474534042569815,5.789256068887341,7.2365700861392535,8.68388410336562,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,5.0,2.0,0.03162277660168379
PCID2,TMEMV5,0.010580861565768871,4.873191295224401e-11,0.9894191383845097,5.789256068912172,7.2365700861392535,8.683884103398253,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,14.0,12.0,0.03162277660168379
PCID2,TMEMmyc,0.5279837364288784,1.3923892727383926e-10,0.47201626343135467,6.335755677377451,7.9196945967109125,9.503633516048417,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,10.0,6.0,0.03162277660168379
PCK2,TMEMmyc,2.631430397903143e-09,3.889758587914994e-14,0.9999999973675306,6.335755677368679,7.9196945967109125,9.503633516206177,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,36.0,29.0,0.03162277660168379
PCK2,TMEMV5,6.352581306131866e-07,6.195594304755226e-13,0.9999993647402498,5.789256068911337,7.2365700861392535,8.683884103485981,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,26.0,24.0,0.03162277660168379
PCLO,TMEMV5,0.9876559615507305,3.356431828102796e-11,0.012344038414717283,5.789256068870452,7.2365700861392535,8.68388410336655,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,2.0,2.0,0.03162277660168379
PCLO,TMEMmyc,0.9897702046676986,2.2421484147619252e-11,0.010229795308889985,6.335755677330781,7.9196945967109125,9.503633516052664,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,3.0,2.0,0.03162277660168379
PCM1,TMEMmyc,5.434663252903725e-19,1.7177268950852922e-18,0.9999999999989999,6.335755677368679,7.9196945967109125,9.503633516389186,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,61.0,59.0,0.03162277660168379
PCM1,TMEMV5,1.9389826471556623e-13,7.284120863424173e-16,0.9999999999988052,5.789256068911337,7.2365700861392535,8.68388410362072,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,45.0,42.0,0.03162277660168379
PCMT1,TMEMmyc,7.68190941666061e-07,4.994129052261379e-13,0.9999992318075589,6.335755677368679,7.9196945967109125,9.503633516159594,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,31.0,20.0,0.03162277660168379
PCMT1,TMEMV5,1.0853869805175221e-05,2.2199707708492868e-12,0.9999891461269749,5.789256068911339,7.2365700861392535,8.68388410346049,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,26.0,17.0,0.03162277660168379
PCNA,TMEMV5,0.00041708971010376533,1.144990826321254e-11,0.9995829102774467,5.7892560689113886,7.2365700861392535,8.683884103427692,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,18.0,16.0,0.03162277660168379
PCNA,TMEMmyc,0.0005043250956079625,9.22870896394241e-12,0.9994956748941638,6.335755677368735,7.9196945967109125,9.503633516106328,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,22.0,13.0,0.03162277660168379
PCNP,TMEMV5,0.9917366399511276,2.6962396242920722e-11,0.008263360020918037,5.789256068864867,7.2365700861392535,8.683884103366719,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,2.0,1.0,0.03162277660168379
PCNP,TMEMmyc,0.996946971552935,1.1563039252444136e-11,0.0030530284345049357,6.3357556773155785,7.9196945967109125,9.503633516052968,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,2.0,0.0,0.03162277660168379
PCNT,TMEMV5,7.793652552351354e-21,3.4416349862529193e-19,0.9999999999989999,5.789256068911337,7.2365700861392535,8.683884103773664,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,66.0,63.0,0.03162277660168379
PCNT,TMEMmyc,4.988510270851037e-29,5.2677249270739063e-23,0.9999999999989999,6.335755677368679,7.9196945967109125,9.503633516578851,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,101.0,76.0,0.03162277660168379
PCNX3,TMEMmyc,0.9954274374145274,1.4431768765543875e-11,0.0045725625700453725,6.335755677320629,7.9196945967109125,9.503633516052895,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,3.0,0.0,0.03162277660168379
PCNX3,TMEMV5,0.9963104577414451,1.7335516714882448e-11,0.0036895422402230494,5.789256068853768,7.2365700861392535,8.683884103366932,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,1.0,0.0,0.03162277660168379
PCSK6,TMEMV5,0.9944758773588304,2.1629494427258315e-11,0.005524122618545647,5.789256068859305,7.2365700861392535,8.683884103366841,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,0.0,2.0,0.03162277660168379
PCSK6,TMEMmyc,0.996946971552935,1.1563039252444136e-11,0.0030530284345049357,6.3357556773155785,7.9196945967109125,9.503633516052968,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,1.0,1.0,0.03162277660168379
PCYOX1,TMEMmyc,0.9931568016022484,1.799856118353332e-11,0.006843198378759802,6.335755677325694,7.9196945967109125,9.503633516052798,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,2.0,2.0,0.03162277660168379
PCYOX1,TMEMV5,0.9944758773588304,2.1629494427258315e-11,0.005524122618545647,5.789256068859305,7.2365700861392535,8.683884103366841,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,1.0,1.0,0.03162277660168379
PCYT1A,TMEMV5,0.9815975227777658,4.1698036767648384e-11,0.018402477179554507,5.789256068876065,7.2365700861392535,8.68388410336632,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,3.0,2.0,0.03162277660168379
PCYT1A,TMEMmyc,0.996946971552935,1.1563039252444136e-11,0.0030530284345049357,6.3357556773155785,7.9196945967109125,9.503633516052968,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,2.0,0.0,0.03162277660168379
PDAP1,TMEMV5,0.9963104577414451,1.7335516714882448e-11,0.0036895422402230494,5.789256068853768,7.2365700861392535,8.683884103366932,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,0.0,1.0,0.03162277660168379
PDAP1,TMEMmyc,0.996946971552935,1.1563039252444136e-11,0.0030530284345049357,6.3357556773155785,7.9196945967109125,9.503633516052968,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,2.0,0.0,0.03162277660168379
PDCD11,TMEMmyc,3.1339006898075015e-17,1.063571218718285e-17,0.9999999999989999,6.335755677368679,7.9196945967109125,9.503633516355913,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,53.0,57.0,0.03162277660168379
PDCD11,TMEMV5,3.8300891786474464e-14,3.512789767397375e-16,0.9999999999989613,5.789256068911337,7.2365700861392535,8.683884103635286,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,48.0,43.0,0.03162277660168379
PDCD2,TMEMV5,0.9917366399511276,2.6962396242920722e-11,0.008263360020918037,5.789256068864867,7.2365700861392535,8.683884103366719,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,2.0,1.0,0.03162277660168379
PDCD2,TMEMmyc,0.9954274374145274,1.4431768765543875e-11,0.0045725625700453725,6.335755677320629,7.9196945967109125,9.503633516052895,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,2.0,1.0,0.03162277660168379
PDCD2L,TMEMmyc,0.9931568016022484,1.799856118353332e-11,0.006843198378759802,6.335755677325694,7.9196945967109125,9.503633516052798,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,2.0,2.0,0.03162277660168379
